id,title,url,province,ISO8601,organization,people
2811342,ย้ายนอนบนถนน ผวาน้ำท่วม เมืองชัยนาท เหนือ-อีสาน   ยังจมบาดาล,https://www.thairath.co.th/news/local/2811342,น่าน | พะเยา,2024-08-29,.,พระบาท สมเด็จพระเ จ้าอยู่หัว สมเด็จพระ นางเจ้าฯ พระบรมราชินี | พระบาท สมเด็จพระเ จ้าอยู่หัว ให้นาย นุรักษ์ มาประณีต | พระมหา พระมหา
2811349,เร่งระบายน้ำ,https://www.thairath.co.th/news/local/2811349,ชัยนาท,2024-08-29,,
2811372,"เขื่อนเจ้าพระยาระบายน้ำ 1,300 ลบ.ม.ต่อวินาที   ชี้ยังห่างไกลปี 54",https://www.thairath.co.th/news/local/north/2811372,ชัยนาท,2024-08-29,กรมชลประทาน,
2811372,"เขื่อนเจ้าพระยาระบายน้ำ 1,300 ลบ.ม.ต่อวินาที   ชี้ยังห่างไกลปี 54",https://www.thairath.co.th/news/local/north/2811372,ชัยนาท,2024-08-29,กรมชลประทาน,
2811446,น้ำโขงจ่อวิกฤติ อีก 1 เมตรล้นตลิ่ง เร่งระบาย 3   ลำน้ำสาขาสายหลัก รับมือเอ่อท่วม,https://www.thairath.co.th/news/local/2811446,นครพนม,2024-08-29,,
2811458,น้ำท่วมสุโขทัย บางแห่งยังมีระดับสูง   ชาวบ้านหนีขึ้นโคกนั่งรถไถเข้า-ออก,https://www.thairath.co.th/news/local/north/2811458,สุโขทัย,2024-08-29,,
2811465,ระดับน้ำในแม่น้ำยม ช่วงผ่าน จ.พิษณุโลก พีคสุดวันนี้   เร่งผันน้ำ,https://www.thairath.co.th/news/local/north/2811465,พิจิตร | พิษณุโลก,2024-08-29,,
2811563,"""อิ๊งค์"" ลุยนํ้าอีก บินไปดูสุโขทัย ฝนเทเชียงใหม่   ท่วมเจดีย์หลวง",https://www.thairath.co.th/news/local/2811563,เชียงใหม่,2024-08-30,กรมศิลปากร,""" อิ ๊ งค์ | นายกฯ อิ ๊ งค์ | นายเทอดศักดิ์ เย็นจ"
2811563,"""อิ๊งค์"" ลุยนํ้าอีก บินไปดูสุโขทัย ฝนเทเชียงใหม่   ท่วมเจดีย์หลวง",https://www.thairath.co.th/news/local/2811563,เชียงใหม่,2024-08-30,กลุ่มอนุรักษ์โบราณสถานสํานักศิลปากร,""" อิ ๊ งค์ | นายกฯ อิ ๊ งค์ | นายเทอดศักดิ์ เย็นจ"
2811592,"เขื่อนเจ้าพระยา คงอัตราการระบายน้ำ 1,300   ลบ.ม./วินาที น้ำท้ายเขื่อนทรงตัว",https://www.thairath.co.th/news/local/central/2811592,ชัยนาท | พระนครศรีอยุธยา | อ่างทอง,2024-08-30,1,พล . ท .อมฤต บุญสุยา | พล . ท .อมฤต
2811592,"เขื่อนเจ้าพระยา คงอัตราการระบายน้ำ 1,300   ลบ.ม./วินาที น้ำท้ายเขื่อนทรงตัว",https://www.thairath.co.th/news/local/central/2811592,ชัยนาท | พระนครศรีอยุธยา | อ่างทอง,2024-08-30,กองทัพบก,พล . ท .อมฤต บุญสุยา | พล . ท .อมฤต
2811718,เยี่ยมน้ำท่วม,https://www.thairath.co.th/news/local/2811718,,2024-08-31,พรรคเพื่อไทย,น . ส .แพทองธาร ชินวัตร
2811729,"นายกฯการันตี กทม.ปลอดภัย ไม่ซ้ำรอยปี 54 เยี่ยม   ""สุโขทัย"" ขอไม่เกิน 7 วัน เหนือ ลดแน่",https://www.thairath.co.th/news/local/2811729,สุโขทัย,2024-08-31,พรรคเพื่อไทย,นายกฯ อิ ๊ งค์ | น . ส .แพทองธาร ชินวัตร | นาย สรวงศ์ เทียนทอง | นาย สุริยะ จึงรุ่งเรืองกิจ | นาย สมศักดิ์ เทพสุทิน | นายเสริมศักดิ์ พงษ์พานิช | แพทอง กาบ
2811729,"นายกฯการันตี กทม.ปลอดภัย ไม่ซ้ำรอยปี 54 เยี่ยม   ""สุโขทัย"" ขอไม่เกิน 7 วัน เหนือ ลดแน่",https://www.thairath.co.th/news/local/2811729,สุโขทัย,2024-08-31,สส.สระแก้ว,นายกฯ อิ ๊ งค์ | น . ส .แพทองธาร ชินวัตร | นาย สรวงศ์ เทียนทอง | นาย สุริยะ จึงรุ่งเรืองกิจ | นาย สมศักดิ์ เทพสุทิน | นายเสริมศักดิ์ พงษ์พานิช | แพทอง กาบ
2811729,"นายกฯการันตี กทม.ปลอดภัย ไม่ซ้ำรอยปี 54 เยี่ยม   ""สุโขทัย"" ขอไม่เกิน 7 วัน เหนือ ลดแน่",https://www.thairath.co.th/news/local/2811729,สุโขทัย,2024-08-31,คมนาคม,นายกฯ อิ ๊ งค์ | น . ส .แพทองธาร ชินวัตร | นาย สรวงศ์ เทียนทอง | นาย สุริยะ จึงรุ่งเรืองกิจ | นาย สมศักดิ์ เทพสุทิน | นายเสริมศักดิ์ พงษ์พานิช | แพทอง กาบ
2811729,"นายกฯการันตี กทม.ปลอดภัย ไม่ซ้ำรอยปี 54 เยี่ยม   ""สุโขทัย"" ขอไม่เกิน 7 วัน เหนือ ลดแน่",https://www.thairath.co.th/news/local/2811729,สุโขทัย,2024-08-31,สาธารณสุข,นายกฯ อิ ๊ งค์ | น . ส .แพทองธาร ชินวัตร | นาย สรวงศ์ เทียนทอง | นาย สุริยะ จึงรุ่งเรืองกิจ | นาย สมศักดิ์ เทพสุทิน | นายเสริมศักดิ์ พงษ์พานิช | แพทอง กาบ
2811729,"นายกฯการันตี กทม.ปลอดภัย ไม่ซ้ำรอยปี 54 เยี่ยม   ""สุโขทัย"" ขอไม่เกิน 7 วัน เหนือ ลดแน่",https://www.thairath.co.th/news/local/2811729,สุโขทัย,2024-08-31,การท่องเที่ยวและกีฬา,นายกฯ อิ ๊ งค์ | น . ส .แพทองธาร ชินวัตร | นาย สรวงศ์ เทียนทอง | นาย สุริยะ จึงรุ่งเรืองกิจ | นาย สมศักดิ์ เทพสุทิน | นายเสริมศักดิ์ พงษ์พานิช | แพทอง กาบ
2811729,"นายกฯการันตี กทม.ปลอดภัย ไม่ซ้ำรอยปี 54 เยี่ยม   ""สุโขทัย"" ขอไม่เกิน 7 วัน เหนือ ลดแน่",https://www.thairath.co.th/news/local/2811729,สุโขทัย,2024-08-31,สส,นายกฯ อิ ๊ งค์ | น . ส .แพทองธาร ชินวัตร | นาย สรวงศ์ เทียนทอง | นาย สุริยะ จึงรุ่งเรืองกิจ | นาย สมศักดิ์ เทพสุทิน | นายเสริมศักดิ์ พงษ์พานิช | แพทอง กาบ
2811762,"เตือน 8 จังหวัด เฝ้าระวังน้ำโขงเพิ่มสูงขึ้น หลัง   ""เขื่อนไซยะบุรี"" ปล่อยน้ำ",https://www.thairath.co.th/news/local/2811762,เชียงราย | บึงกาฬ | มุกดาหาร | เลย | หนองคาย | อุบลราชธานี,2024-08-31,เขื่อนไซยะ,นายจุมพฏ วรรณฉัตรสิริ
2811762,"เตือน 8 จังหวัด เฝ้าระวังน้ำโขงเพิ่มสูงขึ้น หลัง   ""เขื่อนไซยะบุรี"" ปล่อยน้ำ",https://www.thairath.co.th/news/local/2811762,เชียงราย | บึงกาฬ | มุกดาหาร | เลย | หนองคาย | อุบลราชธานี,2024-08-31,เขื่อน,นายจุมพฏ วรรณฉัตรสิริ
2811762,"เตือน 8 จังหวัด เฝ้าระวังน้ำโขงเพิ่มสูงขึ้น หลัง   ""เขื่อนไซยะบุรี"" ปล่อยน้ำ",https://www.thairath.co.th/news/local/2811762,เชียงราย | บึงกาฬ | มุกดาหาร | เลย | หนองคาย | อุบลราชธานี,2024-08-31,สํานักงานทรัพยากรน้ําแห่งชาติสทนช.,นายจุมพฏ วรรณฉัตรสิริ
2811762,"เตือน 8 จังหวัด เฝ้าระวังน้ำโขงเพิ่มสูงขึ้น หลัง   ""เขื่อนไซยะบุรี"" ปล่อยน้ำ",https://www.thairath.co.th/news/local/2811762,เชียงราย | บึงกาฬ | มุกดาหาร | เลย | หนองคาย | อุบลราชธานี,2024-08-31,เขื่อน,นายจุมพฏ วรรณฉัตรสิริ
2811797,ฝนตกต่อเนื่อง น้ำป่าทะลักท่วมพื้นที่เวียงแก่นรอบ 2   ชาวบ้านขนของหนีไม่ทัน,https://www.thairath.co.th/news/local/north/2811797,เชียงราย,2024-08-31,,นายสุพจน์ ลังกาวีระนันท์
2811819,ปักธงแดง ที่สะพานข้ามแม่น้ำน่าน จ.พิจิตร   เตือนน้ำเริ่มล้นตลิ่ง,https://www.thairath.co.th/news/local/north/2811819,น่าน | พิจิตร,2024-08-31,กระทรวงเกษตรและสหกรณ์,นายอดิเทพ กมลเวชช์ | นายวิทูร เกิดอินทร์
2811819,ปักธงแดง ที่สะพานข้ามแม่น้ำน่าน จ.พิจิตร   เตือนน้ำเริ่มล้นตลิ่ง,https://www.thairath.co.th/news/local/north/2811819,น่าน | พิจิตร,2024-08-31,โครงการชลประทาน,นายอดิเทพ กมลเวชช์ | นายวิทูร เกิดอินทร์
2811833,ชาวบ้าน อ.เสนา ท้ายเขื่อนเจ้าพระยา   เร่งย้ายของขึ้นที่สูง หวั่นน้ำสูงกว่าปี 66,https://www.thairath.co.th/news/local/central/2811833,พระนครศรีอยุธยา,2024-08-31,,นางสมใจ คําศรี | นางสมใจ
2811860,ดันงบ 2 แสนล้าน ฟื้นแก่งเสือเต้น   สร้างเขื่อนรับน้ำจากแม่น้ำยม,https://www.thairath.co.th/news/local/2811860,ชัยนาท | นครสวรรค์ | สุโขทัย,2024-09-01,มหาดไทย,“ ภูมิ ธรรม | นาย ภูมิธรรม เวชยชัย  นายอนุทิน ชาญวีรกูล | ร . อ . ธรรมนัส พรหมเผ่า | นาย สมศักดิ์ เทพสุทิน | นายสุชาติ ทีคะสุข
2811860,ดันงบ 2 แสนล้าน ฟื้นแก่งเสือเต้น   สร้างเขื่อนรับน้ำจากแม่น้ำยม,https://www.thairath.co.th/news/local/2811860,ชัยนาท | นครสวรรค์ | สุโขทัย,2024-09-01,.เกษตรและสหกรณ์,“ ภูมิ ธรรม | นาย ภูมิธรรม เวชยชัย  นายอนุทิน ชาญวีรกูล | ร . อ . ธรรมนัส พรหมเผ่า | นาย สมศักดิ์ เทพสุทิน | นายสุชาติ ทีคะสุข
2811860,ดันงบ 2 แสนล้าน ฟื้นแก่งเสือเต้น   สร้างเขื่อนรับน้ำจากแม่น้ำยม,https://www.thairath.co.th/news/local/2811860,ชัยนาท | นครสวรรค์ | สุโขทัย,2024-09-01,สาธารณสุข,“ ภูมิ ธรรม | นาย ภูมิธรรม เวชยชัย  นายอนุทิน ชาญวีรกูล | ร . อ . ธรรมนัส พรหมเผ่า | นาย สมศักดิ์ เทพสุทิน | นายสุชาติ ทีคะสุข
2811870,"""ภูมิธรรม"" ดูทางน้ำ",https://www.thairath.co.th/news/local/2811870,ชัยนาท | นครสวรรค์ | สุโขทัย,2024-09-01,,""" ภูมิ ธรรม นาย ภูมิธรรม เวชยชัย"
2811929,ผู้ว่าฯ พะเยา สั่งเร่งระบายน้ำกว๊านพะเยาออกด่วน   เป็นวันละ 12 ล้าน ลบ.ม.,https://www.thairath.co.th/news/local/north/2811929,พะเยา,2024-09-01,ศูนย์,นายรัฐพล นราดิศร | โดยมีนายบํารุง สังข์ขาว | นาย ภูธนะ ชมภูมิ่ง
2811929,ผู้ว่าฯ พะเยา สั่งเร่งระบายน้ำกว๊านพะเยาออกด่วน   เป็นวันละ 12 ล้าน ลบ.ม.,https://www.thairath.co.th/news/local/north/2811929,พะเยา,2024-09-01,โครงการชลประทาน,นายรัฐพล นราดิศร | โดยมีนายบํารุง สังข์ขาว | นาย ภูธนะ ชมภูมิ่ง
2811957,อยุธยา ชาวบ้านเร่งขนของขึ้นที่สูง   หลังเขื่อนเจ้าพระยาระบายน้ำต่อเนื่อง,https://www.thairath.co.th/news/local/central/2811957,พระนครศรีอยุธยา,2024-09-01,กรมชลประทาน,
2811957,อยุธยา ชาวบ้านเร่งขนของขึ้นที่สูง   หลังเขื่อนเจ้าพระยาระบายน้ำต่อเนื่อง,https://www.thairath.co.th/news/local/central/2811957,พระนครศรีอยุธยา,2024-09-01,กรมชลประทาน,
2811995,"เขื่อนเจ้าพระยา เพิ่มการระบายน้ำ เตือน ""ริมตลิ่ง""   รับสถานการณ์ เหนือ-ยังอ่วม",https://www.thairath.co.th/news/local/2811995,ชัยนาท | นครสวรรค์ | น่าน | สุโขทัย,2024-09-02,เขื่อนเจ้าพระยา,นายวิชัย ผันประเสริฐ
2811995,"เขื่อนเจ้าพระยา เพิ่มการระบายน้ำ เตือน ""ริมตลิ่ง""   รับสถานการณ์ เหนือ-ยังอ่วม",https://www.thairath.co.th/news/local/2811995,ชัยนาท | นครสวรรค์ | น่าน | สุโขทัย,2024-09-02,เขื่อน,นายวิชัย ผันประเสริฐ
2811995,"เขื่อนเจ้าพระยา เพิ่มการระบายน้ำ เตือน ""ริมตลิ่ง""   รับสถานการณ์ เหนือ-ยังอ่วม",https://www.thairath.co.th/news/local/2811995,ชัยนาท | นครสวรรค์ | น่าน | สุโขทัย,2024-09-02,ชลประทาน,นายวิชัย ผันประเสริฐ
2811995,"เขื่อนเจ้าพระยา เพิ่มการระบายน้ำ เตือน ""ริมตลิ่ง""   รับสถานการณ์ เหนือ-ยังอ่วม",https://www.thairath.co.th/news/local/2811995,ชัยนาท | นครสวรรค์ | น่าน | สุโขทัย,2024-09-02,กรมอุตุฯ,นายวิชัย ผันประเสริฐ
2811995,"เขื่อนเจ้าพระยา เพิ่มการระบายน้ำ เตือน ""ริมตลิ่ง""   รับสถานการณ์ เหนือ-ยังอ่วม",https://www.thairath.co.th/news/local/2811995,ชัยนาท | นครสวรรค์ | น่าน | สุโขทัย,2024-09-02,ส่วนบริหารจัดการน้ําและบํารุงรักษสํานักงานชลประทานที่12,นายวิชัย ผันประเสริฐ
2811995,"เขื่อนเจ้าพระยา เพิ่มการระบายน้ำ เตือน ""ริมตลิ่ง""   รับสถานการณ์ เหนือ-ยังอ่วม",https://www.thairath.co.th/news/local/2811995,ชัยนาท | นครสวรรค์ | น่าน | สุโขทัย,2024-09-02,กรมชลประทานกรม,นายวิชัย ผันประเสริฐ
2812003,เขื่อนเจ้าพระยาระบายน้ำเพิ่ม,https://www.thairath.co.th/news/local/2812003,ชัยนาท | พระนครศรีอยุธยา,2024-09-02,,
2812067,แม่น้ำเจ้าพระยาขึ้นสูง หน้าวัดไชยฯ เหลือไม่ถึงเมตร   รีบยกบังเกอร์คลุมผ้า,https://www.thairath.co.th/news/local/central/2812067,พระนครศรีอยุธยา,2024-09-02,สํานักงานศิลปากรที่ 3พระนคร,
2812074,น้ำท่วมอยุธยาขยายวงกว้าง บางบาล-เสนา   ขนของขึ้นที่สูง ผู้ว่าฯ ลงเรือตามใกล้ชิด,https://www.thairath.co.th/news/local/central/2812074,พระนครศรีอยุธยา,2024-09-02,,นายสมคิด กิจนิยม | นายนิวัฒน์ รุ่งสาคร | นางอมรรัตน์ กรึงไกร
2812086,"เขื่อนเจ้าพระยา ตรึงการระบายน้ำ 1,400 ลบ.ม.   เป็นวันที่ 3 เตือน 11 จังหวัดเฝ้าระวัง",https://www.thairath.co.th/news/local/central/2812086,พระนครศรีอยุธยา | อ่างทอง,2024-09-02,เขื่อน,
2812086,"เขื่อนเจ้าพระยา ตรึงการระบายน้ำ 1,400 ลบ.ม.   เป็นวันที่ 3 เตือน 11 จังหวัดเฝ้าระวัง",https://www.thairath.co.th/news/local/central/2812086,พระนครศรีอยุธยา | อ่างทอง,2024-09-02,กรมชลประทานศูนย์ปฏิบัติการน้ําอัจฉริยะ<unk>กรมชลประทาน,
2812086,"เขื่อนเจ้าพระยา ตรึงการระบายน้ำ 1,400 ลบ.ม.   เป็นวันที่ 3 เตือน 11 จังหวัดเฝ้าระวัง",https://www.thairath.co.th/news/local/central/2812086,พระนครศรีอยุธยา | อ่างทอง,2024-09-02,กรมชลประทาน,
2812179,ฝนตกหนัก 3-7 ก.ย. เหนือ-อีสาน มีสิทธิท่วมซํ้า   ลุ่มเจ้าพระยา ระวังล้นตลิ่ง!,https://www.thairath.co.th/news/local/2812179,พะเยา,2024-09-03,กรมชลประทาน,
2812179,ฝนตกหนัก 3-7 ก.ย. เหนือ-อีสาน มีสิทธิท่วมซํ้า   ลุ่มเจ้าพระยา ระวังล้นตลิ่ง!,https://www.thairath.co.th/news/local/2812179,พะเยา,2024-09-03,ชลประทาน,
2812185,พัทยาอ่วม,https://www.thairath.co.th/news/local/central/2812185,,2024-09-03,,
2812200,"""เขื่อนเจ้าพระยา"" ระบายน้ำแตะ 1,500 ลบ.ม. เตือน 11   จังหวัด น้ำขึ้นอีกครึ่งเมตร",https://www.thairath.co.th/news/local/2812200,กรุงเทพมหานคร | ชัยนาท | นนทบุรี | ปทุมธานี | พระนครศรีอยุธยา | ลพบุรี | สมุทรปราการ | สิงห์บุรี | สุพรรณบุรี | อ่างทอง | อุทัยธานี,2024-09-03,กรมชลประทาน,นายเดช เล็กวิชัย
2812200,"""เขื่อนเจ้าพระยา"" ระบายน้ำแตะ 1,500 ลบ.ม. เตือน 11   จังหวัด น้ำขึ้นอีกครึ่งเมตร",https://www.thairath.co.th/news/local/2812200,กรุงเทพมหานคร | ชัยนาท | นนทบุรี | ปทุมธานี | พระนครศรีอยุธยา | ลพบุรี | สมุทรปราการ | สิงห์บุรี | สุพรรณบุรี | อ่างทอง | อุทัยธานี,2024-09-03,ชลประทาน,นายเดช เล็กวิชัย
2812200,"""เขื่อนเจ้าพระยา"" ระบายน้ำแตะ 1,500 ลบ.ม. เตือน 11   จังหวัด น้ำขึ้นอีกครึ่งเมตร",https://www.thairath.co.th/news/local/2812200,กรุงเทพมหานคร | ชัยนาท | นนทบุรี | ปทุมธานี | พระนครศรีอยุธยา | ลพบุรี | สมุทรปราการ | สิงห์บุรี | สุพรรณบุรี | อ่างทอง | อุทัยธานี,2024-09-03,กรมชลประทาน,นายเดช เล็กวิชัย
2812200,"""เขื่อนเจ้าพระยา"" ระบายน้ำแตะ 1,500 ลบ.ม. เตือน 11   จังหวัด น้ำขึ้นอีกครึ่งเมตร",https://www.thairath.co.th/news/local/2812200,กรุงเทพมหานคร | ชัยนาท | นนทบุรี | ปทุมธานี | พระนครศรีอยุธยา | ลพบุรี | สมุทรปราการ | สิงห์บุรี | สุพรรณบุรี | อ่างทอง | อุทัยธานี,2024-09-03,กรมชลประทาน,นายเดช เล็กวิชัย
2812200,"""เขื่อนเจ้าพระยา"" ระบายน้ำแตะ 1,500 ลบ.ม. เตือน 11   จังหวัด น้ำขึ้นอีกครึ่งเมตร",https://www.thairath.co.th/news/local/2812200,กรุงเทพมหานคร | ชัยนาท | นนทบุรี | ปทุมธานี | พระนครศรีอยุธยา | ลพบุรี | สมุทรปราการ | สิงห์บุรี | สุพรรณบุรี | อ่างทอง | อุทัยธานี,2024-09-03,กรมชลประทาน,นายเดช เล็กวิชัย
2812331,อ่างทองแจ้งเตือนพื้นที่เสี่ยงระวังน้ำท่วม   หลังเขื่อนเจ้าพระยาเร่งระบายน้ำเหนือ,https://www.thairath.co.th/news/local/central/2812331,อ่างทอง,2024-09-03,,
2812346,นครนนท์ ติดตั้งเครื่องสูบน้ำเพิ่ม เสริมกระสอบทราย   รับมือสถานการณ์น้ำ,https://www.thairath.co.th/news/local/central/2812346,นนทบุรี,2024-09-03,สํานักงานที่ดินจังหวัด,นายสมนึก ธนเดชากุล | นายอภิวัฒน์ เพชรเรือง
2812398,ริม ‘เจ้าพระยา’ หลายจังหวัดท่วมแล้ว อ้วน-สมศักดิ์   ปัดฝุ่น-เขื่อน ‘แก่งเสือเต้น’ แก้ลุ่มนํ้ายม,https://www.thairath.co.th/news/local/2812398,ชัยนาท | นครสวรรค์ | นนทบุรี | ปทุมธานี | พระนครศรีอยุธยา | ลพบุรี | สมุทรปราการ | สิงห์บุรี | สุพรรณบุรี | อ่างทอง | อุทัยธานี,2024-09-04,กรมชลประทาน,อ้วน - สมศักดิ์ | “ ภูมิ ธรรม | “ สมศักดิ์ | นายเดช เล็กวิชัย
2812399,น้ำท่วมอยุธยา กระทบแล้ว 5 อำเภอ ชาวบ้านกังวล   หวั่นปริมาณน้ำมากเท่าปี 65,https://www.thairath.co.th/news/local/central/2812399,พระนครศรีอยุธยา,2024-09-04,,นายเฉลียว บุตรประสงค์
2812407,เกือบมิดคัน,https://www.thairath.co.th/news/local/2812407,ชลบุรี,2024-09-04,,
2812438,"""เขื่อนเจ้าพระยา"" ระบายน้ำแตะ 1,500 ลบ.ม.   ต่อเนื่องวันที่ 2 รอรับ ""ฝนตกหนัก""",https://www.thairath.co.th/news/local/2812438,ชัยนาท,2024-09-04,กรมชลประทาน,
2812438,"""เขื่อนเจ้าพระยา"" ระบายน้ำแตะ 1,500 ลบ.ม.   ต่อเนื่องวันที่ 2 รอรับ ""ฝนตกหนัก""",https://www.thairath.co.th/news/local/2812438,ชัยนาท,2024-09-04,กรมอุตุนิยมวิทยา,
2812438,"""เขื่อนเจ้าพระยา"" ระบายน้ำแตะ 1,500 ลบ.ม.   ต่อเนื่องวันที่ 2 รอรับ ""ฝนตกหนัก""",https://www.thairath.co.th/news/local/2812438,ชัยนาท,2024-09-04,รมชลประทาน,
2812473,ปรับระบบเตือนภัยแม่น้ำยม,https://www.thairath.co.th/news/local/2812473,,2024-09-05,หอการค้าไทย,นายกฯ อิ ๊งค์ นายกฯ ยิ่งลักษณ์ | คุณอภิชาติ โตดิลกเวชช์
2812473,ปรับระบบเตือนภัยแม่น้ำยม,https://www.thairath.co.th/news/local/2812473,,2024-09-05,กรมชลประทาน,นายกฯ อิ ๊งค์ นายกฯ ยิ่งลักษณ์ | คุณอภิชาติ โตดิลกเวชช์
2812546,"นครนนท์ ไม่ประมาท ระดมกระสอบทราย 123,000 ใบ   เครื่องสูบน้ำ 80 ตัว รับมือน้ำเหนือ",https://www.thairath.co.th/news/local/central/2812546,,2024-09-04,นายกเล็ก,นายสมนึก ธนเดชากุล | นายอภิวัฒน์ เพชรเรือง | นาย พงศ์ชัย เกาะหมาก | นายสมนึก ธนเดชากุล
2812546,"นครนนท์ ไม่ประมาท ระดมกระสอบทราย 123,000 ใบ   เครื่องสูบน้ำ 80 ตัว รับมือน้ำเหนือ",https://www.thairath.co.th/news/local/central/2812546,,2024-09-04,เทศมนตรี,นายสมนึก ธนเดชากุล | นายอภิวัฒน์ เพชรเรือง | นาย พงศ์ชัย เกาะหมาก | นายสมนึก ธนเดชากุล
2812546,"นครนนท์ ไม่ประมาท ระดมกระสอบทราย 123,000 ใบ   เครื่องสูบน้ำ 80 ตัว รับมือน้ำเหนือ",https://www.thairath.co.th/news/local/central/2812546,,2024-09-04,เทศมนตรี,นายสมนึก ธนเดชากุล | นายอภิวัฒน์ เพชรเรือง | นาย พงศ์ชัย เกาะหมาก | นายสมนึก ธนเดชากุล
2812546,"นครนนท์ ไม่ประมาท ระดมกระสอบทราย 123,000 ใบ   เครื่องสูบน้ำ 80 ตัว รับมือน้ำเหนือ",https://www.thairath.co.th/news/local/central/2812546,,2024-09-04,กรมอุตุ,นายสมนึก ธนเดชากุล | นายอภิวัฒน์ เพชรเรือง | นาย พงศ์ชัย เกาะหมาก | นายสมนึก ธนเดชากุล
2812546,"นครนนท์ ไม่ประมาท ระดมกระสอบทราย 123,000 ใบ   เครื่องสูบน้ำ 80 ตัว รับมือน้ำเหนือ",https://www.thairath.co.th/news/local/central/2812546,,2024-09-04,กรมชลประทาน,นายสมนึก ธนเดชากุล | นายอภิวัฒน์ เพชรเรือง | นาย พงศ์ชัย เกาะหมาก | นายสมนึก ธนเดชากุล
2812574,ดราม่าน้ำท่วม คนขนข้าว 400 กล่องบริจาค   ถูกผู้นำไล่ไปแจกที่อื่น เทศบาลแจงแล้ว,https://www.thairath.co.th/news/society/2812574,พะเยา,2024-09-04,เทศบาล,นายภานุ บุญธรรม | ใต้
2812617,ผันน้ำเหนือ ช่วยภาคกลาง ไว้บึงบอระเพ็ด   เร่งเสริมกระสอบทรายแนวเจ้าพระยา,https://www.thairath.co.th/news/local/2812617,ตาก | นครสวรรค์ | น่าน | สุโขทัย | อ่างทอง,2024-09-05,กรมอุตุฯ,
2812625,ท่วมซ้ำซาก,https://www.thairath.co.th/news/local/2812625,นนทบุรี,2024-09-05,,
2812722,กทม. เฝ้าระวังน้ำเหนือ   เร่งอุดจุดฟันหลอตามแนวคันกั้นน้ำริมแม่น้ำเจ้าพระยา,https://www.thairath.co.th/news/local/bangkok/2812722,นนทบุรี,2024-09-05,ราชการกรุงเทพมหานครของกรุงเทพมหานคร,""" ชัชชาติ | นาย ชัชชาติ สิทธิพันธุ์ | ชัชชาติ"
2812722,กทม. เฝ้าระวังน้ำเหนือ   เร่งอุดจุดฟันหลอตามแนวคันกั้นน้ำริมแม่น้ำเจ้าพระยา,https://www.thairath.co.th/news/local/bangkok/2812722,นนทบุรี,2024-09-05,กรมชลประทาน,""" ชัชชาติ | นาย ชัชชาติ สิทธิพันธุ์ | ชัชชาติ"
2812793,"น้ำท่วมอยุธยา กระทบ 10,028 ครัวเรือน   ชาวบ้านเร่งอพยพวัวขึ้นมาเลี้ยงบนถนน",https://www.thairath.co.th/news/2812793,พระนครศรีอยุธยา,2024-09-05,,นายพงษ์ ทับนรงค์
2812834,เตือน 11 จังหวัด ระบายน้ำเพิ่ม อ่างทองน้ำท่วมสูง   ทะลักเข้าอยุธยา,https://www.thairath.co.th/news/local/2812834,,2024-09-06,อธิบดีกรม,เท่ ง เถิดเทิง ส้มเช้ง สามช่า
2812834,เตือน 11 จังหวัด ระบายน้ำเพิ่ม อ่างทองน้ำท่วมสูง   ทะลักเข้าอยุธยา,https://www.thairath.co.th/news/local/2812834,,2024-09-06,กรมอุตุนิยมวิทยา,เท่ ง เถิดเทิง ส้มเช้ง สามช่า
2812843,หายไปกับน้ำ,https://www.thairath.co.th/news/local/2812843,อ่างทอง,2024-09-06,,
2812846,"เขื่อนเจ้าพระยา คงการระบายน้ำ 1,500 ลบ.ม./วินาที   รอรับมวลน้ำจากพายุ ""ยางิ""",https://www.thairath.co.th/news/local/2812846,,2024-09-06,กรมชลประทาน,ดร .สุรสีห์ กิตติมณฑล
2812846,"เขื่อนเจ้าพระยา คงการระบายน้ำ 1,500 ลบ.ม./วินาที   รอรับมวลน้ำจากพายุ ""ยางิ""",https://www.thairath.co.th/news/local/2812846,,2024-09-06,แผนก,ดร .สุรสีห์ กิตติมณฑล
2812846,"เขื่อนเจ้าพระยา คงการระบายน้ำ 1,500 ลบ.ม./วินาที   รอรับมวลน้ำจากพายุ ""ยางิ""",https://www.thairath.co.th/news/local/2812846,,2024-09-06,สํานักงานทรัพยากรน้ําแห่งชาติสทนช.,ดร .สุรสีห์ กิตติมณฑล
2812846,"เขื่อนเจ้าพระยา คงการระบายน้ำ 1,500 ลบ.ม./วินาที   รอรับมวลน้ำจากพายุ ""ยางิ""",https://www.thairath.co.th/news/local/2812846,,2024-09-06,กรมชลประทาน,ดร .สุรสีห์ กิตติมณฑล
2812929,"ถอดปม ""เหนือ"" ท่วมหนัก เจอระเบิดฝนแรงสุดขั้ว",https://www.thairath.co.th/news/local/2812929,เชียงราย | นครพนม | ปราจีนบุรี | พะเยา | สุโขทัย,2024-09-07,วิศวกรรมสถานแห่งประเทศไทยฯวสท.,ดร .สุรเจตส์ บุญญาอรุณเนตร
2812929,"ถอดปม ""เหนือ"" ท่วมหนัก เจอระเบิดฝนแรงสุดขั้ว",https://www.thairath.co.th/news/local/2812929,เชียงราย | นครพนม | ปราจีนบุรี | พะเยา | สุโขทัย,2024-09-07,สาขาวิศวกรรมวสท.,ดร .สุรเจตส์ บุญญาอรุณเนตร
